,Region/s,Bound/s,Year/s,Access Url/s,Variations
865,USGS_LPC_IL_Pope,"[[-9897123, 4444695, -39603, -9817137, 4524681, 40383]]",['2014-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IL_Pope_2014_LAS_2017/ept.json'],1
866,USGS_LPC_IL_Twelve_Counties_McHenry_LAS,"[[-9875134, 5180718, -27952, -9818012, 5237840, 29170]]",['2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IL_Twelve_Counties_McHenry_LAS_2016/ept.json'],1
867,USGS_LPC_IL_WashingtonCo,"[[-9987560, 4598077, -32582, -9921202, 4664435, 33776]]",['2015-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IL_WashingtonCo_2015_LAS_2016/ept.json'],1
868,USGS_LPC_IL_WestCentral,"[[-10120959.0, 4768162.0, -94477.0, -9931493.0, 4957628.0, 94989.0]]",['2017-2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IL_WestCentral_2017_LAS_2019/ept.json'],1
869,USGS_LPC_IL_WhitesideCO,"[[-10047344, 5089079, -35059, -9976172, 5160251, 36113]]",['2009-2015'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IL_WhitesideCO_2009_LAS_2015/ept.json'],1
870,USGS_LPC_IN_Central_Hamilton,"[[-9601471, 4854487, -21551, -9557351, 4898607, 22569]]",['2017-2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_Central_Hamilton_2017_LAS_2019/ept.json'],1
871,USGS_LPC_IN_Central_MarionCo,"[[-9612977, 4809422, -24316, -9563491, 4858908, 25170]]",['2016-2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_Central_MarionCo_2016_LAS_2018/ept.json'],1
872,USGS_LPC_IN_Central_Wayne,"[[-9488085, 4821641, -23560, -9440231, 4869495, 24294]]",['2016-2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_Central_Wayne_2016_LAS_2019/ept.json'],1
873,USGS_LPC_IN_ET_B5_Allen_2012__LAS,"[[-9501370, 4995450, -30269, -9439786, 5057034, 31315]]",['2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B5_Allen_2012__LAS_2016/ept.json'],1
874,USGS_LPC_IN_ET_B5_Dekalb,"[[-9484985, 5048372, -22039, -9439869, 5093488, 23077]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B5_Dekalb_2012_LAS_2016/ept.json'],1
875,USGS_LPC_IN_ET_B5_LaGrange,"[[-9537630, 5080226, -26997, -9482538, 5135318, 28095]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B5_LaGrange_2012_LAS_2016/ept.json'],1
876,USGS_LPC_IN_ET_B5_Noble_2012__LAS,"[[-9535595, 5044735, -25902, -9482731, 5097599, 26962]]",['2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B5_Noble_2012__LAS_2016/ept.json'],1
877,USGS_LPC_IN_ET_B5_Steuben,"[[-9484779, 5085190, -21887, -9439977, 5129992, 22915]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B5_Steuben_2012_LAS_2016/ept.json'],1
878,USGS_LPC_IN_ET_B5_Whitley_2012__LAS,"[[-9539722, 5012268, -21755, -9495014, 5056976, 22953]]",['2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B5_Whitley_2012__LAS_2016/ept.json'],1
879,USGS_LPC_IN_ET_B6_Adams,"[[-9482935, 4947353, -26795, -9428281, 5002007, 27859]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B6_Adams_2012_LAS_2016/ept.json'],1
880,USGS_LPC_IN_ET_B6_Blackford,"[[-9513692, 4919519, -14491, -9483448, 4949763, 15753]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B6_Blackford_2012_LAS_2016/ept.json'],1
881,USGS_LPC_IN_ET_B6_Delaware,"[[-9529732, 4875511, -22495, -9483576, 4921667, 23661]]",['2012-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B6_Delaware_2012_LAS_2017/ept.json'],1
882,USGS_LPC_IN_ET_B6_Grant,"[[-9559675, 4915723, -24424, -9509629, 4965769, 25622]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B6_Grant_2012_LAS_2016/ept.json'],1
883,USGS_LPC_IN_ET_B6_Hamilton,"[[-9602472, 4853491, -22478, -9556354, 4899609, 23640]]",['2012-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B6_Hamilton_2012_LAS_2017/ept.json'],1
884,USGS_LPC_IN_ET_B6_Huntington,"[[-9543815, 4959772, -26688, -9489221, 5014366, 27906]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B6_Huntington_2012_LAS_2016/ept.json'],1
885,USGS_LPC_IN_ET_B6_Jay,"[[-9487715, 4906295, -23443, -9439743, 4954267, 24529]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B6_Jay_2012_LAS_2016/ept.json'],1
886,USGS_LPC_IN_ET_B6_Madison,"[[-9575598, 4855668, -32896, -9509596, 4921670, 33106]]",['2012-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B6_Madison_2012_LAS_2017/ept.json'],1
887,USGS_LPC_IN_ET_B6_Randolph,"[[-9487920, 4864351, -23416, -9439896, 4912375, 24608]]",['2012-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B6_Randolph_2012_LAS_2017/ept.json'],1
888,USGS_LPC_IN_ET_B6_Wells,"[[-9518650, 4947547, -26746, -9464042, 5002155, 27862]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B6_Wells_2012_LAS_2016/ept.json'],1
889,USGS_LPC_IN_ET_B7_Decatur,"[[-9541571, 4738803, -24221, -9492197, 4788177, 25153]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B7_Decatur_2012_LAS_2016/ept.json'],1
890,USGS_LPC_IN_ET_B7_Fayette,"[[-9500203, 4795836, -19425, -9460329, 4835710, 20449]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B7_Fayette_2012_LAS_2016/ept.json'],1
891,USGS_LPC_IN_ET_B7_Franklin,"[[-9496307, 4750668, -27045, -9441207, 4805768, 28055]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B7_Franklin_2012_LAS_2016/ept.json'],1
892,USGS_LPC_IN_ET_B7_Hancock,"[[-9569324, 4818932, -21096, -9525680, 4862576, 22548]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B7_Hancock_2012_LAS_2016/ept.json'],1
893,USGS_LPC_IN_ET_B7_Henry,"[[-9529672, 4832785, -23048, -9483932, 4878525, 22692]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B7_Henry_2012_LAS_2016/ept.json'],1
894,USGS_LPC_IN_ET_B7_Rush,"[[-9538672, 4786105, -24345, -9488986, 4835791, 25341]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B7_Rush_2012_LAS_2016/ept.json'],1
895,USGS_LPC_IN_ET_B7_Shelby,"[[-9577223, 4770322, -26045, -9523677, 4823868, 27501]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B7_Shelby_2012_LAS_2016/ept.json'],1
896,USGS_LPC_IN_ET_B7_Union,"[[-9469796, 4795640, -15555, -9437842, 4827594, 16399]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B7_Union_2012_LAS_2016/ept.json'],1
897,USGS_LPC_IN_ET_B7_Wayne,"[[-9488085, 4821867, -23057, -9440683, 4869269, 24345]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B7_Wayne_2012_LAS_2016/ept.json'],1
898,USGS_LPC_IN_ET_B8_Clark,"[[-9574518, 4607050, -33381, -9506938, 4674630, 34199]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B8_Clark_2012_LAS_2016/ept.json'],1
899,USGS_LPC_IN_ET_B8_Dearborn,"[[-9487740, 4711060, -27177, -9432588, 4766212, 27975]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B8_Dearborn_2012_LAS_2016/ept.json'],1
900,USGS_LPC_IN_ET_B8_Floyd,"[[-9580352, 4603729, -18097, -9543350, 4640731, 18905]]",['2011-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B8_Floyd_2011_LAS_2016/ept.json'],1
901,USGS_LPC_IN_ET_B8_Jefferson,"[[-9539530, 4658370, -27906, -9482804, 4715096, 28820]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B8_Jefferson_2012_LAS_2016/ept.json'],1
902,USGS_LPC_IN_ET_B8_Jennings,"[[-9559209, 4693595, -28052, -9502189, 4750615, 28968]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B8_Jennings_2012_LAS_2016/ept.json'],1
903,USGS_LPC_IN_ET_B8_Ohio,"[[-9478906, 4699390, -18000, -9442156, 4736140, 18750]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B8_Ohio_2012_LAS_2016/ept.json'],1
904,USGS_LPC_IN_ET_B8_RipleyCo,"[[-9519958, 4707292, -29076, -9460928, 4766322, 29954]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B8_RipleyCo_2012_LAS_2016/ept.json'],1
905,USGS_LPC_IN_ET_B8_Switzerland,"[[-9486730, 4669652, -24362, -9437106, 4719276, 25262]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_ET_B8_Switzerland_2012_LAS_2016/ept.json'],1
906,USGS_LPC_IN_HendricksCo,"[[-9653242, 4807754, -22505, -9607384, 4853612, 23353]]",['2011-2015'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_HendricksCo_2011_LAS_2015/ept.json'],1
907,USGS_LPC_IN_JohnsonCo,"[[-9604442, 4772138, -19427, -9564672, 4811908, 20343], [-9604442, 4772138, -19427, -9564672, 4811908, 20343]]","['2011-2015', '2011-2016']","['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_JohnsonCo_2011_LAS_2015/ept.json', 'https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_JohnsonCo_2011_LAS_2016/ept.json']",2
908,USGS_LPC_IN_Johnson,"[[-10791549, 4712887, -20811, -10749011, 4755425, 21727]]",['2011-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_Johnson_2011_LAS_2016/ept.json'],1
909,USGS_LPC_IN_MarionCo,"[[-9611027, 4810827, -22400, -9565349, 4856505, 23278]]",['2011-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_MarionCo_2011_LAS_2016/ept.json'],1
910,USGS_LPC_IN_Marion,"[[-10802851, 4750726, -23461, -10755051, 4798526, 24339]]",['2011-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_Marion_2011_LAS_2016/ept.json'],1
911,USGS_LPC_IN_Monroe,"[[-9655748, 4720731, -25842, -9602286, 4774193, 27620]]",['2011-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_Monroe_2011_LAS_2016/ept.json'],1
912,USGS_LPC_IN_Morgan,"[[-9651755, 4766093, -24796, -9600293, 4817555, 26666]]",['2011-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_Morgan_2011_LAS_2016/ept.json'],1
913,USGS_LPC_IN_WT_B10_Benton,"[[-9743851, 4929430, -23225, -9695171, 4978110, 25455]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B10_Benton_2013_LAS_2016/ept.json'],1
914,USGS_LPC_IN_WT_B10_Fountain,"[[-9745121, 4857603, -30379, -9683059, 4919665, 31683]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B10_Fountain_2013_LAS_2016/ept.json'],1
915,USGS_LPC_IN_WT_B10_Montgomery,"[[-9699241, 4845637, -25098, -9647249, 4897629, 26894]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B10_Montgomery_2013_LAS_2016/ept.json'],1
916,USGS_LPC_IN_WT_B10_Tippecanoe,"[[-9700267, 4895524, -26700, -9646001, 4949790, 27566]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B10_Tippecanoe_2013_LAS_2016/ept.json'],1
917,USGS_LPC_IN_WT_B10_Warren,"[[-9744874, 4883518, -25711, -9692672, 4935720, 26491]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B10_Warren_2013_LAS_2016/ept.json'],1
918,USGS_LPC_IN_WT_B10_White,"[[-9697192, 4943748, -29050, -9636774, 5004166, 31368]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B10_White_2013_LAS_2016/ept.json'],1
919,USGS_LPC_IN_WT_B11_Clay,"[[-9727798, 4744704, -32718, -9662530, 4809972, 32550]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B11_Clay_2013_LAS_2016/ept.json'],1
920,USGS_LPC_IN_WT_B11_Greene,"[[-9712824, 4694571, -31728, -9648032, 4759363, 33064]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B11_Greene_2013_LAS_2016/ept.json'],1
921,USGS_LPC_IN_WT_B11_Owen,"[[-9691228, 4742726, -24713, -9641918, 4792036, 24597]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B11_Owen_2013_LAS_2016/ept.json'],1
922,USGS_LPC_IN_WT_B11_Parke,"[[-9735936, 4807926, -25774, -9684178, 4859684, 25984]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B11_Parke_2013_LAS_2016/ept.json'],1
923,USGS_LPC_IN_WT_B11_Putnam,"[[-9695353, 4788066, -29626, -9635691, 4847728, 30036]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B11_Putnam_2013_LAS_2016/ept.json'],1
924,USGS_LPC_IN_WT_B11_Sullivan,"[[-9761459, 4707211, -26172, -9708179, 4760491, 27108]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B11_Sullivan_2013_LAS_2016/ept.json'],1
925,USGS_LPC_IN_WT_B11_Vermillion,"[[-9774576, 4807859, -40751, -9692908, 4889527, 40917]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B11_Vermillion_2013_LAS_2016/ept.json'],1
926,USGS_LPC_IN_WT_B11_Vigo,"[[-9755602, 4758355, -25431, -9703990, 4809967, 26181]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B11_Vigo_2013_LAS_2016/ept.json'],1
927,USGS_LPC_IN_WT_B12_Daviess,"[[-9725482, 4648582, -30420, -9664754, 4709310, 30308]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B12_Daviess_2013_LAS_2016/ept.json'],1
928,USGS_LPC_IN_WT_B12_Dubois,"[[-9694245, 4607619, -23487, -9647403, 4654461, 23355]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B12_Dubois_2013_LAS_2016/ept.json'],1
929,USGS_LPC_IN_WT_B12_Gibson,"[[-9795570, 4589398, -38651, -9718378, 4666590, 38541]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B12_Gibson_2013_LAS_2016/ept.json'],1
930,USGS_LPC_IN_WT_B12_Knox,"[[-9769847, 4634635, -38369, -9693191, 4711291, 38287]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B12_Knox_2013_LAS_2016/ept.json'],1
931,USGS_LPC_IN_WT_B12_Martin,"[[-9693284, 4648570, -30397, -9632560, 4709294, 30327]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B12_Martin_2013_LAS_2016/ept.json'],1
932,USGS_LPC_IN_WT_B12_Perry,"[[-9674090, 4555687, -30881, -9612462, 4617315, 30747]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B12_Perry_2013_LAS_2016/ept.json'],1
933,USGS_LPC_IN_WT_B12_Pike,"[[-9738020, 4611532, -23477, -9691186, 4658366, 23357]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B12_Pike_2013_LAS_2016/ept.json'],1
934,USGS_LPC_IN_WT_B12_Posey,"[[-9817902, 4546055, -33630, -9750744, 4613213, 33528]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B12_Posey_2013_LAS_2016/ept.json'],1
935,USGS_LPC_IN_WT_B12_Spencer,"[[-9718535, 4547294, -31234, -9656207, 4609622, 31094]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B12_Spencer_2013_LAS_2016/ept.json'],1
936,USGS_LPC_IN_WT_B12_Vanderburgh,"[[-9774695, 4552785, -25525, -9723775, 4603705, 25395]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B12_Vanderburgh_2013_LAS_2016/ept.json'],1
937,USGS_LPC_IN_WT_B12_Warrick,"[[-9739705, 4559234, -28164, -9683503, 4615436, 28038]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B12_Warrick_2013_LAS_2016/ept.json'],1
938,USGS_LPC_IN_WT_B9_Jasper,"[[-9737708, 4971914, -40970, -9654678, 5054944, 42060]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B9_Jasper_2013_LAS_2016/ept.json'],1
939,USGS_LPC_IN_WT_B9_Lake,"[[-9767943, 5034550, -41851, -9683243, 5119250, 42849]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B9_Lake_2013_LAS_2016/ept.json'],1
940,USGS_LPC_IN_WT_B9_Laporte,"[[-9692162, 5046788, -39209, -9612776, 5126174, 40177]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B9_Laporte_2013_LAS_2016/ept.json'],1
941,USGS_LPC_IN_WT_B9_Newton,"[[-9765019, 4971811, -36045, -9692071, 5044759, 36903]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B9_Newton_2013_LAS_2016/ept.json'],1
942,USGS_LPC_IN_WT_B9_Porter,"[[-9731266, 5042738, -37548, -9655072, 5118932, 38646]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_IN_WT_B9_Porter_2013_LAS_2016/ept.json'],1
943,USGS_LPC_Il_12Counties_Rock_IslandCo_LAS,"[[-10138888, 5042543, -51320, -10035100, 5146331, 52468]]",['2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_Il_12Counties_Rock_IslandCo_LAS_2016/ept.json'],1
944,USGS_LPC_KS_15CoNorth_A1,"[[-11366448, 4698195, -129815, -11104628, 4960015, 132005]]",['2015-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_15CoNorth_A1_2015_LAS_2017/ept.json'],1
945,USGS_LPC_KS_15CoNorth_A2,"[[-11368521, 4622950, -130961, -11104251, 4887220, 133309]]",['2015-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_15CoNorth_A2_2015_LAS_2017/ept.json'],1
946,USGS_LPC_KS_15CoNorth_A3,"[[-11367765, 4555621, -108292, -11148449, 4774937, 111024]]",['2015-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_15CoNorth_A3_2015_LAS_2017/ept.json'],1
947,USGS_LPC_KS_15Co_Cheney,"[[-11020758, 4483269, -75186, -10868756, 4635271, 76816]]",['2015-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_15Co_Cheney_2015_LAS_2017/ept.json'],1
948,USGS_LPC_KS_15Co_South,"[[-11367347, 4430592, -59643, -11245641, 4552298, 62063]]",['2015-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_15Co_South_2015_LAS_2017/ept.json'],1
949,USGS_LPC_KS_Area1,"[[-11154228, 4507953, -62733, -11026936, 4635245, 64559]]",['2014-2015'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Area1_2014_LAS_2015/ept.json'],1
950,USGS_LPC_KS_Area1_Eastern,"[[-10709476, 4437552, -100696, -10507480, 4639548, 101300]]",['2011-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Area1_Eastern_2011_LAS_2016/ept.json'],1
951,USGS_LPC_KS_Area2,"[[-11153090, 4416431, -65370, -11020628, 4548893, 67092]]",['2014-2015'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Area2_2014_LAS_2015/ept.json'],1
952,USGS_LPC_KS_Area2_B1,"[[-11059715, 4745053, -61124, -10935887, 4868881, 62704]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Area2_B1_2012_LAS_2016/ept.json'],1
953,USGS_LPC_KS_Area2_B2,"[[-11091500, 4645216, -63661, -10962644, 4774072, 65195]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Area2_B2_2012_LAS_2016/ept.json'],1
954,USGS_LPC_KS_Area2_B3,"[[-11161462, 4612669, -34438, -11090612, 4683519, 36412]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Area2_B3_2012_LAS_2016/ept.json'],1
955,USGS_LPC_KS_Area2_B4,"[[-11091008, 4565648, -59773, -10969730, 4686926, 61505]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Area2_B4_2012_LAS_2016/ept.json'],1
956,USGS_LPC_KS_Area2_B5,"[[-10983033, 4488731, -60043, -10861657, 4610107, 61333]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Area2_B5_2012_LAS_2016/ept.json'],1
957,USGS_LPC_KS_Area2_B6,"[[-11036562, 4502155, -37258, -10960326, 4578391, 38978]]",['2012-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Area2_B6_2012_LAS_2016/ept.json'],1
958,USGS_LPC_KS_Lidar_1_B1,"[[-10751764, 4522015, -40791, -10669350, 4604429, 41623]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Lidar_1_B1_2013_LAS_2016/ept.json'],1
959,USGS_LPC_KS_Lidar_1_B2,"[[-10750628, 4465660, -34781, -10680208, 4536080, 35639]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Lidar_1_B2_2013_LAS_2016/ept.json'],1
960,USGS_LPC_KS_Lidar_1_B3,"[[-10751699, 4423648, -34608, -10681633, 4493714, 35458]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Lidar_1_B3_2013_LAS_2016/ept.json'],1
961,USGS_LPC_KS_Lidar_1_B4,"[[-10679792, 4539454, -22676, -10633560, 4585686, 23556]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Lidar_1_B4_2013_LAS_2016/ept.json'],1
962,USGS_LPC_KS_Lidar_1_B5,"[[-10684378, 4488931, -25635, -10632306, 4541003, 26437]]",['2013-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Lidar_1_B5_2013_LAS_2016/ept.json'],1
963,USGS_LPC_KS_NF_Nin_Sub,"[[-11036394, 4470631, -81766, -10872838, 4634187, 81790]]",['2011-2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_NF_Nin_Sub_2011_LAS_2016/ept.json'],1
964,USGS_LPC_KS_SCentral_L1,"[[-10681643, 4679796, -51873, -10576731, 4784708, 53039]]",['2015-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_SCentral_L1_2015_LAS_2017/ept.json'],1
965,USGS_LPC_KS_SCentral_L2,"[[-10766794, 4728317, -15968, -10733650, 4761461, 17176]]",['2015-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_SCentral_L2_2015_LAS_2017/ept.json'],1
966,USGS_LPC_KS_SCentral_L3,"[[-11186332, 4679715, -93103, -10998326, 4867721, 94903]]",['2015-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_SCentral_L3_2015_LAS_2017/ept.json'],1
967,USGS_LPC_KS_SCentral_L4,"[[-11020757, 4337841, -134780, -10750011, 4608587, 135966]]",['2015-2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_SCentral_L4_2015_LAS_2017/ept.json'],1
968,USGS_LPC_KS_Statewide_B1,"[[-10904579, 4733681, -67790, -10767669, 4870591, 69120]]",['2017-2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/USGS_LPC_KS_Statewide_B1_2017_LAS_2018/ept.json'],1
